match_id,season_id,match_date,venue,city,team1,team2,toss_winner,toss_decision,match_winner,win_by_runs,win_by_wickets,result,player_name
1001349,2017,2017-02-17,Melbourne Cricket Ground,Unknown,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,0,5,normal,DAS Gunaratne
1001351,2017,2017-02-19,"Simonds Stadium, South Geelong",Victoria,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,0,2,normal,DAS Gunaratne
1001353,2017,2017-02-22,Adelaide Oval,Unknown,Australia,Sri Lanka,Sri Lanka,field,Australia,41,0,normal,A Zampa
1004729,2016,2016-09-05,"Bready Cricket Club, Magheramason",Londonderry,Ireland,Hong Kong,Hong Kong,bat,Hong Kong,40,0,normal,
1007655,2016,2016-06-18,Harare Sports Club,Unknown,Zimbabwe,India,India,field,Zimbabwe,2,0,normal,E Chigumbura
1007657,2016,2016-06-20,Harare Sports Club,Unknown,Zimbabwe,India,Zimbabwe,bat,India,0,10,normal,BB Sran
1007659,2016,2016-06-22,Harare Sports Club,Unknown,Zimbabwe,India,Zimbabwe,field,India,3,0,normal,KM Jadhav
1019979,2017,2017-01-03,McLean Park,Napier,New Zealand,Bangladesh,Bangladesh,bat,New Zealand,0,6,normal,KS Williamson
1019981,2017,2017-01-06,Bay Oval,Mount Maunganui,New Zealand,Bangladesh,Bangladesh,field,New Zealand,47,0,normal,C Munro
1019983,2017,2017-01-08,Bay Oval,Mount Maunganui,New Zealand,Bangladesh,Bangladesh,field,New Zealand,27,0,normal,CJ Anderson
1020029,2017,2017-02-17,Eden Park,Auckland,New Zealand,South Africa,New Zealand,field,South Africa,78,0,normal,Imran Tahir
1031431,2017,2017-06-21,The Rose Bowl,Southampton,England,South Africa,South Africa,bat,England,0,9,normal,JM Bairstow
1031433,2017,2017-06-23,County Ground,Taunton,England,South Africa,England,field,South Africa,3,0,normal,CH Morris
1031435,2017,2017-06-25,Sophia Gardens,Cardiff,England,South Africa,South Africa,field,England,19,0,normal,DJ Malan
1031665,2017,2017-09-16,Riverside Ground,Chester-le-Street,West Indies,England,England,field,West Indies,21,0,normal,SP Narine
1034825,2017,2017-01-26,Green Park,Kanpur,India,England,England,field,England,0,7,normal,MM Ali
1034827,2017,2017-01-29,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,England,England,field,India,5,0,normal,JJ Bumrah
1034829,2017,2017-02-01,M Chinnaswamy Stadium,Bangalore,India,England,England,field,India,75,0,normal,YS Chahal
1041615,2016,2016-08-27,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,West Indies,India,field,West Indies,1,0,normal,E Lewis
1041617,2016,2016-08-28,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,West Indies,India,field,,0,0,no result,
1043989,2017,2017-02-17,Melbourne Cricket Ground,Unknown,Australia,New Zealand,New Zealand,field,Australia,40,0,normal,EJ Villani
1043991,2017,2017-02-19,"Simonds Stadium, South Geelong",Victoria,Australia,New Zealand,Australia,field,New Zealand,8,0,normal,AM Peterson
1043993,2017,2017-02-22,Adelaide Oval,Unknown,Australia,New Zealand,New Zealand,bat,New Zealand,47,0,normal,SW Bates
1044211,2016,2016-09-27,Sinhalese Sports Club Ground,Colombo,Sri Lanka,Australia,Australia,field,Australia,0,10,normal,KM Beams
1050217,2016,2016-09-23,Dubai International Cricket Stadium,Unknown,Pakistan,West Indies,Pakistan,field,Pakistan,0,9,normal,Imad Wasim
1050219,2016,2016-09-24,Dubai International Cricket Stadium,Unknown,Pakistan,West Indies,West Indies,field,Pakistan,16,0,normal,Sarfraz Ahmed
1050221,2016,2016-09-27,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,West Indies,Pakistan,field,Pakistan,0,8,normal,Imad Wasim
1050615,2016,2016-11-21,Saxton Oval,Nelson,New Zealand,Pakistan,New Zealand,bat,New Zealand,14,0,normal,
1065348,2016,2016-12-04,Asian Institute of Technology Ground,Bangkok,India,Pakistan,India,bat,India,17,0,normal,M Raj
1072316,2018,2018-02-03,Sydney Cricket Ground,Unknown,New Zealand,Australia,Australia,field,Australia,0,7,normal,B Stanlake
1072317,2018,2018-02-07,Bellerive Oval,Hobart,England,Australia,Australia,field,Australia,0,5,normal,GJ Maxwell
1072318,2018,2018-02-10,Melbourne Cricket Ground,Unknown,England,Australia,Australia,field,Australia,0,7,normal,KW Richardson
1072319,2018,2018-02-13,Westpac Stadium,Wellington,New Zealand,England,England,field,New Zealand,12,0,normal,KS Williamson
1072320,2018,2018-02-16,Eden Park,Auckland,New Zealand,Australia,New Zealand,bat,Australia,0,5,normal,DJM Short
1072321,2018,2018-02-18,Seddon Park,Hamilton,England,New Zealand,New Zealand,field,England,2,0,normal,EJG Morgan
1072322,2018,2018-02-21,Eden Park,Auckland,New Zealand,Australia,New Zealand,bat,Australia,19,0,normal,AC Agar
1074957,2017,2017-01-14,Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,Scotland,Scotland,bat,Scotland,24,0,normal,CS MacLeod
1074959,2017,2017-01-15,Sheikh Zayed Stadium,Abu Dhabi,Netherlands,Oman,Oman,bat,Netherlands,0,5,normal,MJG Rippon
1074961,2017,2017-01-16,Sheikh Zayed Stadium,Abu Dhabi,Hong Kong,Oman,Oman,field,Oman,0,7,normal,Bilal Khan
1074964,2017,2017-01-17,Sheikh Zayed Stadium,Abu Dhabi,Netherlands,Scotland,Netherlands,field,Scotland,7,0,normal,JH Davey
1074965,2017,2017-01-18,Dubai International Cricket Stadium,Unknown,United Arab Emirates,Ireland,Ireland,bat,Ireland,24,0,normal,WB Rankin
1074966,2017,2017-01-18,Dubai International Cricket Stadium,Unknown,Hong Kong,Netherlands,Hong Kong,bat,Hong Kong,91,0,normal,Anshuman Rath
1074968,2017,2017-01-19,Dubai International Cricket Stadium,Unknown,Oman,Scotland,Oman,bat,Scotland,0,7,normal,MH Cross
1074970,2017,2017-01-20,Dubai International Cricket Stadium,Unknown,Ireland,Scotland,Scotland,field,Ireland,98,0,normal,GC Wilson
1075507,2017,2017-10-26,Mangaung Oval,Bloemfontein,South Africa,Bangladesh,South Africa,bat,South Africa,20,0,normal,AB de Villiers
1075508,2017,2017-10-29,Senwes Park,Potchefstroom,South Africa,Bangladesh,Bangladesh,field,South Africa,83,0,normal,DA Miller
1077947,2017,2017-03-26,"Kensington Oval, Bridgetown",Barbados,West Indies,Pakistan,Pakistan,field,Pakistan,0,6,normal,Shadab Khan
1077948,2017,2017-03-30,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,Pakistan,West Indies,field,Pakistan,3,0,normal,Shadab Khan
1083449,2017,2017-04-04,R Premadasa Stadium,Colombo,Sri Lanka,Bangladesh,Bangladesh,bat,Sri Lanka,0,6,normal,MDKJ Perera
1083450,2017,2017-04-06,R Premadasa Stadium,Colombo,Sri Lanka,Bangladesh,Bangladesh,bat,Bangladesh,45,0,normal,Shakib Al Hasan
1085495,2017,2017-04-01,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,Pakistan,Pakistan,bat,West Indies,0,7,normal,E Lewis
1085496,2017,2017-04-02,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,Pakistan,Pakistan,field,Pakistan,0,7,normal,Hasan Ali
1086067,2017,2017-11-17,North Sydney Oval,Sydney,England,Australia,Australia,field,Australia,0,6,normal,BL Mooney
1086068,2017,2017-11-19,Manuka Oval,Canberra,England,Australia,England,bat,England,40,0,normal,KH Brunt
1086069,2017,2017-11-21,Manuka Oval,Canberra,Australia,England,Australia,bat,England,0,4,normal,DN Wyatt
1089202,2017,2017-04-12,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Papua New Guinea,United Arab Emirates,field,United Arab Emirates,0,5,normal,
1089203,2017,2017-04-14,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Papua New Guinea,Papua New Guinea,field,United Arab Emirates,30,0,normal,
1089243,2017,2017-04-14,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,Papua New Guinea,Papua New Guinea,bat,United Arab Emirates,0,5,normal,
1098211,2017,2017-07-09,"Sabina Park, Kingston",Jamaica,West Indies,India,West Indies,field,West Indies,0,9,normal,E Lewis
1109610,2017,2017-09-06,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,India,India,field,India,0,7,normal,V Kohli
1115798,2017,2017-12-29,Saxton Oval,Nelson,New Zealand,West Indies,West Indies,field,New Zealand,47,0,normal,GD Phillips
1115799,2018,2018-01-01,Bay Oval,Mount Maunganui,New Zealand,West Indies,West Indies,field,,0,0,no result,
1115800,2018,2018-01-03,Bay Oval,Mount Maunganui,New Zealand,West Indies,New Zealand,bat,New Zealand,119,0,normal,C Munro
1115807,2018,2018-01-22,Westpac Stadium,Wellington,Pakistan,New Zealand,New Zealand,field,New Zealand,0,7,normal,C Munro
1115808,2018,2018-01-25,Eden Park,Auckland,Pakistan,New Zealand,Pakistan,bat,Pakistan,48,0,normal,Fakhar Zaman
1115809,2018,2018-01-28,Bay Oval,Mount Maunganui,Pakistan,New Zealand,Pakistan,bat,Pakistan,18,0,normal,Shadab Khan
1117821,2017,2017-09-12,Gaddafi Stadium,Lahore,Pakistan,ICC World XI,ICC World XI,field,Pakistan,20,0,normal,Babar Azam
1117822,2017,2017-09-13,Gaddafi Stadium,Lahore,Pakistan,ICC World XI,Pakistan,bat,ICC World XI,0,7,normal,NLTC Perera
1117824,2017,2017-09-15,Gaddafi Stadium,Lahore,Pakistan,ICC World XI,ICC World XI,field,Pakistan,33,0,normal,Ahmed Shehzad
1119501,2017,2017-10-07,JSCA International Stadium Complex,Ranchi,Australia,India,India,field,India,0,9,normal,Kuldeep Yadav
1119502,2017,2017-10-10,Barsapara Cricket Stadium,Guwahati,India,Australia,Australia,field,Australia,0,8,normal,JP Behrendorff
1119542,2018,2018-06-27,Edgbaston,Birmingham,England,Australia,Australia,field,England,28,0,normal,AU Rashid
1119543,2018,2018-07-03,Old Trafford,Manchester,England,India,India,field,India,0,8,normal,Kuldeep Yadav
1119544,2018,2018-07-06,Sophia Gardens,Cardiff,India,England,England,field,England,0,5,normal,AD Hales
1119545,2018,2018-07-08,County Ground,Bristol,England,India,India,field,India,0,7,normal,RG Sharma
1120093,2017,2017-11-01,Arun Jaitley Stadium,Delhi,India,New Zealand,New Zealand,field,India,53,0,normal,S Dhawan
1120094,2017,2017-11-04,Saurashtra Cricket Association Stadium,Rajkot,New Zealand,India,New Zealand,bat,New Zealand,40,0,normal,C Munro
1120095,2017,2017-11-07,Greenfield International Stadium,Thiruvananthapuram,India,New Zealand,New Zealand,field,India,6,0,normal,JJ Bumrah
1120291,2017,2017-10-26,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,Pakistan,Pakistan,field,Pakistan,0,7,normal,Usman Shinwari
1120292,2017,2017-10-27,Sheikh Zayed Stadium,Abu Dhabi,Sri Lanka,Pakistan,Pakistan,field,Pakistan,0,2,normal,Shadab Khan
1120293,2017,2017-10-29,Gaddafi Stadium,Lahore,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,36,0,normal,Shoaib Malik
1122285,2018,2018-02-18,The Wanderers Stadium,Johannesburg,India,South Africa,South Africa,field,India,28,0,normal,B Kumar
1122286,2018,2018-02-21,SuperSport Park,Centurion,India,South Africa,South Africa,field,South Africa,0,6,normal,H Klaasen
1122287,2018,2018-02-24,Newlands,Cape Town,India,South Africa,South Africa,field,India,7,0,normal,SK Raina
1122729,2017,2017-12-20,Barabati Stadium,Cuttack,India,Sri Lanka,Sri Lanka,field,India,93,0,normal,YS Chahal
1122730,2017,2017-12-22,Holkar Cricket Stadium,Indore,India,Sri Lanka,Sri Lanka,field,India,88,0,normal,RG Sharma
1122731,2017,2017-12-24,Wankhede Stadium,Mumbai,Sri Lanka,India,India,field,India,0,5,normal,JD Unadkat
1122902,2017,2017-10-21,Coolidge Cricket Ground,Antigua,West Indies,Sri Lanka,West Indies,bat,West Indies,47,0,normal,ASS Fletcher
1122908,2017,2017-11-09,Sharjah Cricket Stadium,Unknown,New Zealand,Pakistan,New Zealand,bat,New Zealand,39,0,normal,SFM Devine
1122909,2017,2017-11-12,Sharjah Cricket Stadium,Unknown,New Zealand,Pakistan,New Zealand,bat,New Zealand,42,0,normal,SW Bates
1122910,2017,2017-11-14,Sharjah Cricket Stadium,Unknown,Pakistan,New Zealand,Pakistan,bat,New Zealand,0,7,normal,SFM Devine
1123206,2018,2018-02-13,Senwes Park,Potchefstroom,South Africa,India,India,field,India,0,7,normal,M Raj
1123207,2018,2018-02-16,Buffalo Park,East London,South Africa,India,India,field,India,0,9,normal,
1123208,2018,2018-02-18,The Wanderers Stadium,Johannesburg,India,South Africa,South Africa,field,South Africa,0,5,normal,S Ismail
1123209,2018,2018-02-21,SuperSport Park,Centurion,South Africa,India,India,field,,0,0,no result,
1123210,2018,2018-02-24,Newlands,Cape Town,India,South Africa,South Africa,field,India,54,0,normal,M Raj
1126720,2018,2018-06-20,The Cooper Associates County Ground,Taunton,New Zealand,South Africa,South Africa,field,New Zealand,66,0,normal,
1126721,2018,2018-06-20,The Cooper Associates County Ground,Taunton,England,South Africa,England,bat,England,121,0,normal,TT Beaumont
1126722,2018,2018-06-23,The Cooper Associates County Ground,Taunton,England,South Africa,England,bat,South Africa,0,6,normal,
1126723,2018,2018-06-23,The Cooper Associates County Ground,Taunton,England,New Zealand,England,bat,England,54,0,normal,S Ecclestone
1126724,2018,2018-06-28,County Ground,Bristol,South Africa,New Zealand,South Africa,bat,New Zealand,0,8,normal,SFM Devine
1126725,2018,2018-06-28,County Ground,Bristol,New Zealand,England,New Zealand,bat,England,0,7,normal,A Shrubsole
1126726,2018,2018-07-01,County Ground,Chelmsford,New Zealand,England,New Zealand,bat,England,0,7,normal,KH Brunt
1127300,2018,2018-06-12,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,Scotland,Pakistan,bat,Pakistan,48,0,normal,Sarfraz Ahmed
1127301,2018,2018-06-13,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,Scotland,Pakistan,bat,Pakistan,84,0,normal,Usman Shinwari
1130746,2018,2018-02-15,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,Sri Lanka,Bangladesh,bat,Sri Lanka,0,6,normal,BKG Mendis
1130747,2018,2018-02-18,Sylhet International Cricket Stadium,Unknown,Sri Lanka,Bangladesh,Bangladesh,field,Sri Lanka,75,0,normal,BKG Mendis
1131235,2018,2018-03-22,Brabourne Stadium,Mumbai,India,Australia,Australia,field,Australia,0,6,normal,A Gardner
1131236,2018,2018-03-23,Brabourne Stadium,Mumbai,Australia,England,England,field,England,0,8,normal,NR Sciver
1131237,2018,2018-03-25,Brabourne Stadium,Mumbai,India,England,England,field,England,0,7,normal,DN Wyatt
1131238,2018,2018-03-26,Brabourne Stadium,Mumbai,Australia,India,India,field,Australia,36,0,normal,ML Schutt
1131239,2018,2018-03-28,Brabourne Stadium,Mumbai,England,Australia,Australia,field,Australia,0,8,normal,EA Perry
1131240,2018,2018-03-29,Brabourne Stadium,Mumbai,England,India,England,bat,India,0,8,normal,AA Patil
1131241,2018,2018-03-31,Brabourne Stadium,Mumbai,Australia,England,England,field,Australia,57,0,normal,MM Lanning
1133817,2018,2018-03-06,"R.Premadasa Stadium, Khettarama",Colombo,India,Sri Lanka,Sri Lanka,field,Sri Lanka,0,5,normal,MDKJ Perera
1133818,2018,2018-03-08,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,India,India,field,India,0,6,normal,V Shankar
1133819,2018,2018-03-10,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,Bangladesh,Bangladesh,field,Bangladesh,0,5,normal,Mushfiqur Rahim
1133820,2018,2018-03-12,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,India,India,field,India,0,6,normal,SN Thakur
1133821,2018,2018-03-14,"R.Premadasa Stadium, Khettarama",Colombo,India,Bangladesh,Bangladesh,field,India,17,0,normal,RG Sharma
1133822,2018,2018-03-16,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,Bangladesh,Bangladesh,field,Bangladesh,0,2,normal,Mahmudullah
1133823,2018,2018-03-18,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,India,India,field,India,0,4,normal,KD Karthik
1138194,2018,2018-03-14,Bay Oval,Mount Maunganui,New Zealand,West Indies,West Indies,field,New Zealand,8,0,normal,KJ Martin
1138195,2018,2018-03-16,Bay Oval,Mount Maunganui,New Zealand,West Indies,West Indies,field,New Zealand,106,0,normal,AE Satterthwaite
1138196,2018,2018-03-20,Pukekura Park,New Plymouth,New Zealand,West Indies,West Indies,field,New Zealand,1,0,normal,HK Matthews
1138198,2018,2018-03-25,Seddon Park,Hamilton,West Indies,New Zealand,New Zealand,field,New Zealand,0,7,normal,KJ Martin
1138202,2018,2018-03-28,Sinhalese Sports Club Ground,Colombo,Sri Lanka,Pakistan,Pakistan,field,Pakistan,0,1,normal,Javeria Khan
1138203,2018,2018-03-30,Nondescripts Cricket Club Ground,Colombo,Pakistan,Sri Lanka,Pakistan,bat,Sri Lanka,0,7,normal,HASD Siriwardene
1140069,2018,2018-04-01,National Stadium,Karachi,Pakistan,West Indies,West Indies,field,Pakistan,143,0,normal,Hussain Talat
1140070,2018,2018-04-02,National Stadium,Karachi,Pakistan,West Indies,Pakistan,bat,Pakistan,82,0,normal,Babar Azam
1140071,2018,2018-04-03,National Stadium,Karachi,West Indies,Pakistan,West Indies,bat,Pakistan,0,8,normal,Fakhar Zaman
1140384,2018,2018-10-27,"R.Premadasa Stadium, Khettarama",Colombo,England,Sri Lanka,Sri Lanka,field,England,30,0,normal,JL Denly
1140992,2018,2018-06-27,"The Village, Malahide",Dublin,India,Ireland,Ireland,field,India,76,0,normal,Kuldeep Yadav
1140993,2018,2018-06-29,"The Village, Malahide",Dublin,India,Ireland,Ireland,field,India,143,0,normal,KL Rahul
1141232,2018,2018-05-31,Lord's,London,West Indies,ICC World XI,ICC World XI,field,West Indies,72,0,normal,E Lewis
1141835,2018,2018-07-29,Lord's,London,Netherlands,Nepal,Nepal,field,,0,0,no result,
1142501,2018,2018-06-12,Hazelaarweg,Rotterdam,Netherlands,Ireland,Ireland,field,Netherlands,4,0,normal,
1142502,2018,2018-06-13,Hazelaarweg,Rotterdam,Ireland,Netherlands,Ireland,bat,Netherlands,0,4,normal,
1142503,2018,2018-06-16,Sportpark Het Schootsveld,Deventer,Ireland,Scotland,Ireland,bat,Ireland,46,0,normal,
1142504,2018,2018-06-17,Sportpark Het Schootsveld,Deventer,Scotland,Ireland,Scotland,bat,,0,0,tie,
1142505,2018,2018-06-19,VRA Ground,Amstelveen,Netherlands,Scotland,Netherlands,bat,Scotland,0,7,normal,
1142506,2018,2018-06-20,VRA Ground,Amstelveen,Scotland,Netherlands,Scotland,bat,Scotland,115,0,normal,
1142589,2018,2018-08-14,"R.Premadasa Stadium, Khettarama",Colombo,South Africa,Sri Lanka,South Africa,bat,Sri Lanka,0,3,normal,DM de Silva
1142913,2018,2018-07-01,Harare Sports Club,Unknown,Pakistan,Zimbabwe,Zimbabwe,field,Pakistan,74,0,normal,Asif Ali
1142914,2018,2018-07-02,Harare Sports Club,Unknown,Pakistan,Australia,Australia,field,Australia,0,9,normal,B Stanlake
1142915,2018,2018-07-03,Harare Sports Club,Unknown,Australia,Zimbabwe,Zimbabwe,field,Australia,100,0,normal,AJ Finch
1142916,2018,2018-07-04,Harare Sports Club,Unknown,Zimbabwe,Pakistan,Pakistan,field,Pakistan,0,7,normal,SF Mire
1142917,2018,2018-07-05,Harare Sports Club,Unknown,Pakistan,Australia,Australia,field,Pakistan,45,0,normal,Fakhar Zaman
1142918,2018,2018-07-06,Harare Sports Club,Unknown,Zimbabwe,Australia,Zimbabwe,bat,Australia,0,5,normal,AJ Tye
1142919,2018,2018-07-08,Harare Sports Club,Unknown,Australia,Pakistan,Australia,bat,Pakistan,0,6,normal,Fakhar Zaman
1144149,2018,2018-10-09,Buffalo Park,East London,South Africa,Zimbabwe,South Africa,bat,South Africa,34,0,normal,Imran Tahir
1144150,2018,2018-10-12,Senwes Park,Potchefstroom,Zimbabwe,South Africa,Zimbabwe,bat,South Africa,0,6,normal,D Paterson
1144161,2019,2019-02-01,Newlands,Cape Town,South Africa,Pakistan,Pakistan,field,South Africa,6,0,normal,DA Miller
1144162,2019,2019-02-03,The Wanderers Stadium,Johannesburg,South Africa,Pakistan,Pakistan,field,South Africa,7,0,normal,DA Miller
1144163,2019,2019-02-06,SuperSport Park,Centurion,South Africa,Pakistan,South Africa,field,Pakistan,27,0,normal,Shadab Khan
1144172,2019,2019-03-19,Newlands,Cape Town,South Africa,Sri Lanka,South Africa,field,,0,0,tie,DA Miller
1144173,2019,2019-03-22,SuperSport Park,Centurion,South Africa,Sri Lanka,Sri Lanka,field,South Africa,16,0,normal,HE van der Dussen
1144174,2019,2019-03-24,The Wanderers Stadium,Johannesburg,South Africa,Sri Lanka,Sri Lanka,field,South Africa,45,0,normal,D Pretorius
1144441,2018,2018-05-19,Mangaung Oval,Bloemfontein,South Africa,Bangladesh,Bangladesh,field,South Africa,32,0,normal,D van Niekerk
1144442,2018,2018-05-20,Mangaung Oval,Bloemfontein,South Africa,Bangladesh,Bangladesh,field,South Africa,23,0,normal,A Khaka
1144978,2018,2018-09-29,North Sydney Oval,Sydney,New Zealand,Australia,Australia,field,Australia,0,6,normal,RL Haynes
1144979,2018,2018-10-01,Allan Border Field,Brisbane,New Zealand,Australia,Australia,field,Australia,0,6,normal,ML Schutt
1144980,2018,2018-10-05,Manuka Oval,Canberra,New Zealand,Australia,Australia,field,Australia,0,9,normal,EA Perry
1144989,2018,2018-11-17,Carrara Oval,Unknown,South Africa,Australia,Australia,field,South Africa,21,0,normal,T Shamsi
1144990,2018,2018-11-21,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,India,India,field,Australia,4,0,normal,A Zampa
1144991,2018,2018-11-23,Melbourne Cricket Ground,Unknown,Australia,India,India,field,,0,0,no result,
1144992,2018,2018-11-25,Sydney Cricket Ground,Unknown,Australia,India,Australia,bat,India,0,6,normal,KH Pandya
1145890,2018,2018-06-06,YMCA Cricket Club,Dublin,Ireland,New Zealand,Ireland,bat,New Zealand,0,10,normal,
1145894,2018,2018-06-28,YMCA Cricket Club,Dublin,Ireland,Bangladesh,Bangladesh,field,Bangladesh,0,4,normal,
1145895,2018,2018-06-29,"The Village, Malahide, Dublin",Dublin,Ireland,Bangladesh,Ireland,bat,Bangladesh,0,4,normal,
1145896,2018,2018-07-01,"Pembroke Cricket Club, Sandymount",Dublin,Bangladesh,Ireland,Ireland,field,Ireland,0,6,normal,
1146723,2018,2018-07-31,"Warner Park, Basseterre",St Kitts,Bangladesh,West Indies,West Indies,field,West Indies,0,7,normal,AD Russell
1146724,2018,2018-08-04,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Bangladesh,West Indies,West Indies,field,Bangladesh,12,0,normal,Tamim Iqbal
1146725,2018,2018-08-05,Central Broward Regional Park Stadium Turf Ground,Lauderhill,Bangladesh,West Indies,Bangladesh,bat,Bangladesh,19,0,normal,Liton Das
1147717,2018,2018-07-07,Sportpark Maarschalkerweerd,Utrecht,Thailand,Ireland,Ireland,field,Ireland,0,7,normal,CMA Shillington
1147718,2018,2018-07-07,VRA Ground,Amstelveen,Uganda,Scotland,Scotland,field,Scotland,0,9,normal,RV Scholes
1147719,2018,2018-07-07,Sportpark Maarschalkerweerd,Utrecht,Netherlands,United Arab Emirates,Netherlands,bat,United Arab Emirates,0,6,normal,Nisha Ali
1147720,2018,2018-07-07,VRA Ground,Amstelveen,Papua New Guinea,Bangladesh,Bangladesh,field,Bangladesh,0,8,normal,Shamima Sultana
1147722,2018,2018-07-08,VRA Ground,Amstelveen,Scotland,Ireland,Ireland,field,Ireland,0,9,normal,CMA Shillington
1147723,2018,2018-07-08,Sportpark Maarschalkerweerd,Utrecht,Netherlands,Bangladesh,Bangladesh,field,Bangladesh,0,7,normal,Fahima Khatun
1147724,2018,2018-07-08,VRA Ground,Amstelveen,United Arab Emirates,Papua New Guinea,United Arab Emirates,bat,Papua New Guinea,0,2,normal,B Tau
1147725,2018,2018-07-10,Sportpark Maarschalkerweerd,Utrecht,Scotland,Thailand,Scotland,bat,Scotland,27,0,normal,KE Bryce
1147726,2018,2018-07-10,VRA Ground,Amstelveen,Uganda,Ireland,Ireland,field,Ireland,0,8,normal,CJ Metcalfe
1147727,2018,2018-07-10,Sportpark Maarschalkerweerd,Utrecht,United Arab Emirates,Bangladesh,Bangladesh,field,Bangladesh,0,8,normal,Fahima Khatun
1147728,2018,2018-07-10,VRA Ground,Amstelveen,Papua New Guinea,Netherlands,Netherlands,field,Papua New Guinea,44,0,normal,M Tom
1147729,2018,2018-07-12,VRA Ground,Amstelveen,Ireland,Papua New Guinea,Papua New Guinea,field,Ireland,27,0,normal,LK O'Reilly
1147730,2018,2018-07-12,Sportpark Maarschalkerweerd,Utrecht,Netherlands,Uganda,Netherlands,bat,Uganda,0,6,normal,G Candiru
1147731,2018,2018-07-12,VRA Ground,Amstelveen,Bangladesh,Scotland,Scotland,field,Bangladesh,49,0,normal,Rumana Ahmed
1147732,2018,2018-07-12,Sportpark Maarschalkerweerd,Utrecht,United Arab Emirates,Thailand,United Arab Emirates,bat,Thailand,0,7,normal,C Sutthiruang
1147733,2018,2018-07-14,VRA Ground,Amstelveen,Netherlands,United Arab Emirates,United Arab Emirates,field,,0,0,tie,SL Kalis
1147734,2018,2018-07-14,Sportpark Maarschalkerweerd,Utrecht,Papua New Guinea,Scotland,Scotland,field,Scotland,0,10,normal,KE Bryce
1147735,2018,2018-07-14,VRA Ground,Amstelveen,Thailand,Uganda,Uganda,field,Thailand,34,0,normal,N Boochatham
1147736,2018,2018-07-14,Sportpark Maarschalkerweerd,Utrecht,Bangladesh,Ireland,Ireland,field,Bangladesh,25,0,normal,Panna Ghosh
1148048,2018,2018-06-03,Kinrara Academy Oval,Kuala Lumpur,India,Malaysia,India,bat,India,142,0,normal,M Raj
1148050,2018,2018-06-03,Kinrara Academy Oval,Kuala Lumpur,Thailand,Pakistan,Thailand,bat,Pakistan,0,8,normal,
1148051,2018,2018-06-04,Kinrara Academy Oval,Kuala Lumpur,Pakistan,Bangladesh,Bangladesh,field,Bangladesh,0,7,normal,Fahima Khatun
1148052,2018,2018-06-04,Royal Selangor Club,Kuala Lumpur,India,Thailand,Thailand,field,India,66,0,normal,H Kaur
1148053,2018,2018-06-04,Royal Selangor Club,Kuala Lumpur,Sri Lanka,Malaysia,Malaysia,field,Sri Lanka,90,0,normal,NND de Silva
1148054,2018,2018-06-06,Kinrara Academy Oval,Kuala Lumpur,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,23,0,normal,Nida Dar
1148055,2018,2018-06-06,Royal Selangor Club,Kuala Lumpur,Malaysia,Thailand,Malaysia,bat,Thailand,0,9,normal,W Liengprasert
1148056,2018,2018-06-06,Kinrara Academy Oval,Kuala Lumpur,India,Bangladesh,India,bat,Bangladesh,0,7,normal,Rumana Ahmed
1148057,2018,2018-06-07,Kinrara Academy Oval,Kuala Lumpur,Thailand,Bangladesh,Bangladesh,field,Bangladesh,0,9,normal,Salma Khatun
1148058,2018,2018-06-07,Royal Selangor Club,Kuala Lumpur,Pakistan,Malaysia,Malaysia,field,Pakistan,147,0,normal,Nida Dar
1148059,2018,2018-06-07,Royal Selangor Club,Kuala Lumpur,Sri Lanka,India,Sri Lanka,bat,India,0,7,normal,AA Patil
1148060,2018,2018-06-09,Kinrara Academy Oval,Kuala Lumpur,Pakistan,India,Pakistan,bat,India,0,7,normal,E Bisht
