match_id,season_id,match_date,venue,city,team1,team2,toss_winner,toss_decision,match_winner,win_by_runs,win_by_wickets,result,player_name
1380584,2023,2023-06-11,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,Germany,Germany,field,Germany,0,8,normal,V Ganesan
1380586,2023,2023-06-11,"Scott Page Field, Vinor",Prague,Czech Republic,Hungary,Hungary,field,,0,0,tie,A Ashokan
1380587,2023,2023-06-11,"Scott Page Field, Vinor",Prague,Hungary,Czech Republic,Hungary,bat,Czech Republic,0,3,normal,S Wickramasekara
1381217,2023,2023-08-03,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,India,West Indies,bat,West Indies,4,0,normal,JO Holder
1381218,2023,2023-08-06,"Providence Stadium, Guyana",Providence,India,West Indies,India,bat,West Indies,0,2,normal,N Pooran
1381219,2023,2023-08-08,"Providence Stadium, Guyana",Providence,West Indies,India,West Indies,bat,India,0,7,normal,SA Yadav
1381220,2023,2023-08-12,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,West Indies,India,West Indies,bat,India,0,9,normal,YBK Jaiswal
1381221,2023,2023-08-13,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,India,West Indies,India,bat,West Indies,0,8,normal,R Shepherd
1381451,2023,2023-06-29,"Sportpark Het Schootsveld, Deventer",Deventer,Austria,Germany,Germany,field,Germany,0,6,normal,
1381452,2023,2023-06-30,"Sportpark Het Schootsveld, Deventer",Deventer,Austria,Germany,Germany,field,Germany,0,8,normal,
1381453,2023,2023-06-23,"National Sports Academy, Sofia",Sofia,Serbia,Turkey,Serbia,bat,Serbia,70,0,normal,A Dizija
1381454,2023,2023-06-23,"National Sports Academy, Sofia",Sofia,Croatia,Bulgaria,Bulgaria,field,Bulgaria,0,9,normal,P Mishra
1381455,2023,2023-06-23,"National Sports Academy, Sofia",Sofia,Bulgaria,Serbia,Serbia,field,Serbia,0,5,normal,MV Pavlovic
1381456,2023,2023-06-24,"National Sports Academy, Sofia",Sofia,Croatia,Turkey,Croatia,bat,Turkey,0,8,normal,Muhammed Turkmen
1381457,2023,2023-06-24,"National Sports Academy, Sofia",Sofia,Croatia,Serbia,Croatia,bat,Serbia,0,9,normal,M Sarenac
1381458,2023,2023-06-24,"National Sports Academy, Sofia",Sofia,Turkey,Bulgaria,Bulgaria,field,Bulgaria,0,8,normal,Zaid Soulat
1382160,2023,2023-09-01,"National Stadium, Karachi",Karachi,South Africa,Pakistan,Pakistan,field,Pakistan,0,5,normal,T Brits
1382161,2023,2023-09-03,"National Stadium, Karachi",Karachi,South Africa,Pakistan,Pakistan,field,Pakistan,0,7,normal,Sidra Ameen
1382162,2023,2023-09-04,"National Stadium, Karachi",Karachi,Pakistan,South Africa,South Africa,field,Pakistan,6,0,normal,L Wolvaardt
1382163,2023,2023-07-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,India,India,field,India,0,7,normal,H Kaur
1382164,2023,2023-07-11,"Shere Bangla National Stadium, Mirpur",Dhaka,India,Bangladesh,India,bat,India,8,0,normal,DB Sharma
1382165,2023,2023-07-13,"Shere Bangla National Stadium, Mirpur",Dhaka,India,Bangladesh,India,bat,Bangladesh,0,4,normal,Shamima Sultana
1383068,2023,2023-07-20,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Austria,Jersey,Jersey,field,Jersey,0,8,normal,NA Greenwood
1383069,2023,2023-07-20,"Goldenacre, Edinburgh",Edinburgh,Ireland,Italy,Italy,field,Ireland,7,0,normal,C Campher
1383070,2023,2023-07-20,"Goldenacre, Edinburgh",Edinburgh,Scotland,Germany,Germany,field,Scotland,72,0,normal,OJ Hairs
1383071,2023,2023-07-21,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Denmark,Ireland,Denmark,bat,Ireland,0,9,normal,A Balbirnie
1383072,2023,2023-07-21,"Goldenacre, Edinburgh",Edinburgh,Austria,Germany,Austria,bat,Germany,0,9,normal,J van Heerden
1383073,2023,2023-07-21,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Jersey,Jersey,field,Scotland,14,0,normal,MRJ Watt
1383074,2023,2023-07-23,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Ireland,Austria,Austria,field,Ireland,128,0,normal,L Tucker
1383075,2023,2023-07-23,"Goldenacre, Edinburgh",Edinburgh,Italy,Jersey,Jersey,field,Italy,25,0,normal,WL Madsen
1383076,2023,2023-07-23,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Denmark,Germany,Denmark,bat,Germany,0,6,normal,J van Heerden
1383077,2023,2023-07-24,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Italy,Italy,field,Scotland,155,0,normal,OJ Hairs
1383078,2023,2023-07-24,"Goldenacre, Edinburgh",Edinburgh,Austria,Denmark,Denmark,field,Denmark,0,8,normal,ND Laegsgaard
1383079,2023,2023-07-24,"Goldenacre, Edinburgh",Edinburgh,Jersey,Ireland,Ireland,field,Ireland,0,9,normal,BJ McCarthy
1383080,2023,2023-07-25,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Italy,Denmark,Denmark,field,Italy,26,0,normal,HJ Manenti
1383081,2023,2023-07-25,"Goldenacre, Edinburgh",Edinburgh,Scotland,Austria,Austria,field,Scotland,166,0,normal,HG Munsey
1383082,2023,2023-07-25,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Jersey,Germany,Germany,field,Jersey,51,0,normal,NA Greenwood
1383083,2023,2023-07-27,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Denmark,Denmark,field,Scotland,33,0,normal,RD Berrington
1383086,2023,2023-07-28,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Germany,Italy,Italy,field,Italy,0,4,normal,S di Bartolomeo
1383087,2023,2023-07-28,"Goldenacre, Edinburgh",Edinburgh,Jersey,Denmark,Denmark,field,Jersey,28,0,normal,NA Greenwood
1383088,2023,2023-07-28,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,Ireland,Ireland,field,Scotland,8,0,normal,BJ Currie
1383089,2023,2023-07-22,"Amini Park, Port Moresby",Port Moresby,Japan,Philippines,Japan,bat,Japan,53,0,normal,K Kadowaki-Fleming
1383090,2023,2023-07-22,"Amini Park, Port Moresby",Port Moresby,Vanuatu,Papua New Guinea,Vanuatu,bat,Papua New Guinea,0,9,normal,J Kariko
1383091,2023,2023-07-23,"Amini Park, Port Moresby",Port Moresby,Japan,Vanuatu,Vanuatu,field,Japan,21,0,normal,K Kadowaki-Fleming
1383093,2023,2023-07-25,"Amini Park, Port Moresby",Port Moresby,Vanuatu,Philippines,Vanuatu,bat,Philippines,0,6,normal,DC Smith
1383094,2023,2023-07-25,"Amini Park, Port Moresby",Port Moresby,Japan,Papua New Guinea,Japan,bat,Papua New Guinea,0,6,normal,SI Kamea
1383095,2023,2023-07-26,"Amini Park, Port Moresby",Port Moresby,Papua New Guinea,Vanuatu,Papua New Guinea,bat,Papua New Guinea,39,0,normal,N Vanua
1383096,2023,2023-07-26,"Amini Park, Port Moresby",Port Moresby,Japan,Philippines,Japan,bat,Japan,33,0,normal,S Ravichandran
1383097,2023,2023-07-28,"Amini Park, Port Moresby",Port Moresby,Japan,Vanuatu,Vanuatu,field,Vanuatu,0,5,normal,N Nipiko
1383098,2023,2023-07-28,"Amini Park, Port Moresby",Port Moresby,Papua New Guinea,Philippines,Philippines,field,Papua New Guinea,100,0,normal,TP Ura
1383099,2023,2023-07-29,"Amini Park, Port Moresby",Port Moresby,Philippines,Vanuatu,Philippines,bat,Vanuatu,0,3,normal,KDA Lukies
1383100,2023,2023-07-29,"Amini Park, Port Moresby",Port Moresby,Japan,Papua New Guinea,Japan,bat,Papua New Guinea,0,6,normal,N Vanua
1383101,2023,2023-07-26,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,China,Malaysia,China,bat,Malaysia,0,8,normal,Syazrul Idrus
1383102,2023,2023-07-26,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,Myanmar,Bhutan,bat,Bhutan,31,0,normal,Tashi Phuntsho
1383103,2023,2023-07-27,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,China,Thailand,Thailand,field,Thailand,0,9,normal,N Senamontree
1383104,2023,2023-07-27,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,Bhutan,Bhutan,field,Malaysia,75,0,normal,Virandeep Singh
1383105,2023,2023-07-28,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,Myanmar,Myanmar,field,Thailand,101,0,normal,J Coetzee
1383106,2023,2023-07-30,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,China,Bhutan,bat,Bhutan,95,0,normal,S Pradhan
1383107,2023,2023-07-30,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,Myanmar,Myanmar,field,Malaysia,184,0,normal,Ahmed Faiz
1383108,2023,2023-07-31,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Bhutan,Thailand,Thailand,field,Thailand,0,8,normal,AP Yadav
1383109,2023,2023-07-31,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Myanmar,China,China,field,China,0,5,normal,Chen Zhuo Yue
1383110,2023,2023-08-01,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Thailand,Malaysia,Malaysia,field,Malaysia,0,7,normal,S Vijay Unni
1384545,2023,2023-07-10,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Scotland,Thailand,Thailand,field,Thailand,0,8,normal,C Sutthiruang
1384546,2023,2023-07-11,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Thailand,Netherlands,Netherlands,field,Netherlands,0,6,normal,HDJ Siegers
1384547,2023,2023-07-12,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Scotland,Netherlands,Netherlands,field,Scotland,6,0,normal,DEM Carter
1384548,2023,2023-07-13,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Thailand,Scotland,Scotland,field,Scotland,0,6,normal,KE Bryce
1384549,2023,2023-07-14,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,Thailand,Thailand,field,Thailand,0,8,normal,T Putthawong
1384550,2023,2023-07-15,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Scotland,Netherlands,Netherlands,field,Netherlands,0,7,normal,
1384582,2023,2023-07-10,Marsa Sports Club,Marsa,France,Malta,Malta,field,France,9,0,normal,Usman Khan
1384583,2023,2023-07-10,Marsa Sports Club,Marsa,Malta,France,Malta,bat,Malta,4,0,normal,
1384584,2023,2023-07-11,Marsa Sports Club,Marsa,Malta,Luxembourg,Luxembourg,field,Malta,42,0,normal,Zeeshan Khan
1384585,2023,2023-07-11,Marsa Sports Club,Marsa,France,Luxembourg,France,bat,France,51,0,normal,SM Warnakulasuriya
1384586,2023,2023-07-12,Marsa Sports Club,Marsa,Malta,Luxembourg,Malta,bat,Luxembourg,0,4,normal,E Jabarkhel
1384587,2023,2023-07-12,Marsa Sports Club,Marsa,Luxembourg,France,Luxembourg,bat,France,0,9,normal,G Mckeon
1384588,2023,2023-07-12,Marsa Sports Club,Marsa,France,Malta,France,bat,France,30,0,normal,Usman Khan
1384589,2023,2023-07-13,Marsa Sports Club,Marsa,Luxembourg,Malta,Malta,field,Malta,0,6,normal,Fanyan Mughal
1384590,2023,2023-07-13,Marsa Sports Club,Marsa,Romania,Switzerland,Switzerland,field,Switzerland,0,6,normal,Faheem Nazir
1384591,2023,2023-07-13,Marsa Sports Club,Marsa,France,Romania,France,bat,France,88,0,normal,L Canessane
1384592,2023,2023-07-14,Marsa Sports Club,Marsa,Luxembourg,Switzerland,Switzerland,field,Switzerland,0,8,normal,Osama Mahmood
1384593,2023,2023-07-14,Marsa Sports Club,Marsa,Malta,Romania,Malta,bat,Malta,41,0,normal,Zeeshan Khan
1384594,2023,2023-07-14,Marsa Sports Club,Marsa,France,Switzerland,France,bat,Switzerland,0,6,normal,Faheem Nazir
1384595,2023,2023-07-15,Marsa Sports Club,Marsa,Romania,Luxembourg,Romania,bat,Luxembourg,0,7,normal,V Vijh
1384596,2023,2023-07-15,Marsa Sports Club,Marsa,Malta,Switzerland,Switzerland,field,Switzerland,0,6,normal,K Fletcher
1384597,2023,2023-07-15,Marsa Sports Club,Marsa,France,Luxembourg,France,bat,Luxembourg,0,4,normal,Anoop Orsu
1384598,2023,2023-07-16,Marsa Sports Club,Marsa,France,Malta,France,bat,Malta,0,7,normal,Waqas Ahmad
1384599,2023,2023-07-16,Marsa Sports Club,Marsa,Luxembourg,Romania,Romania,field,Romania,0,7,normal,V Saini
1384600,2023,2023-07-16,Marsa Sports Club,Marsa,Malta,Switzerland,Malta,bat,Switzerland,0,6,normal,Arjun Vinod
1384634,2023,2023-08-18,"Malahide, Dublin",Dublin,Ireland,India,India,field,India,2,0,normal,JJ Bumrah
1384637,2023,2023-08-20,"Malahide, Dublin",Dublin,India,Ireland,Ireland,field,India,33,0,normal,RK Singh
1385688,2024,2024-05-25,"Edgbaston, Birmingham",Birmingham,England,Pakistan,Pakistan,field,England,23,0,normal,JC Buttler
1385690,2024,2024-05-30,"Kennington Oval, London",London,Pakistan,England,England,field,England,0,7,normal,AU Rashid
1385697,2024,2024-09-11,"The Rose Bowl, Southampton",Southampton,Australia,England,England,field,Australia,28,0,normal,TM Head
1385698,2024,2024-09-13,"Sophia Gardens, Cardiff",Cardiff,Australia,England,England,field,England,0,3,normal,LS Livingstone
1387243,2023,2023-08-14,"Sportpark Het Schootsveld, Deventer",Deventer,Guernsey,Germany,Germany,field,Germany,0,9,normal,Fayaz Khan
1387244,2023,2023-08-14,"Sportpark Het Schootsveld, Deventer",Deventer,Germany,Guernsey,Germany,bat,Guernsey,0,5,normal,MWR Stokes
1387245,2023,2023-08-15,"Sportpark Het Schootsveld, Deventer",Deventer,Guernsey,Germany,Guernsey,bat,Guernsey,10,0,normal,J Butler
1387598,2023,2023-12-12,"St George's Park, Gqeberha",Gqeberha,India,South Africa,South Africa,field,South Africa,0,5,normal,T Shamsi
1387599,2023,2023-12-14,"The Wanderers Stadium, Johannesburg",Johannesburg,India,South Africa,South Africa,field,India,106,0,normal,SA Yadav
1387944,2023,2023-08-04,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Greece,Isle of Man,Isle of Man,field,Isle of Man,0,10,normal,L Barnett
1387945,2023,2023-08-04,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Greece,Greece,field,Greece,0,9,normal,A Savvani
1387946,2023,2023-08-04,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Isle of Man,Isle of Man,field,Isle of Man,0,10,normal,L Barnett
1387947,2023,2023-08-05,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Greece,Romania,Romania,field,Greece,82,0,normal,A Savvani
1387948,2023,2023-08-05,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Isle of Man,Isle of Man,field,Isle of Man,0,7,normal,L Barnett
1387949,2023,2023-08-05,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Romania,bat,Romania,35,0,normal,RL Blake
1387951,2023,2023-08-06,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Greece,Isle of Man,Isle of Man,field,Isle of Man,0,9,normal,L Barnett
1388196,2023,2023-12-03,"University Oval, Dunedin",Dunedin,New Zealand,Pakistan,New Zealand,bat,Pakistan,0,7,normal,Fatima Sana
1388197,2023,2023-12-05,"University Oval, Dunedin",Dunedin,Pakistan,New Zealand,New Zealand,field,Pakistan,10,0,normal,Aliya Riaz
1388198,2023,2023-12-09,"John Davies Oval, Queenstown",Queenstown,Pakistan,New Zealand,New Zealand,field,New Zealand,6,0,normal,SW Bates
1388202,2024,2024-03-19,"University Oval, Dunedin",Dunedin,England,New Zealand,New Zealand,field,England,27,0,normal,HC Knight
1388203,2024,2024-03-22,"Saxton Oval, Nelson",Nelson,England,New Zealand,New Zealand,field,England,15,0,normal,HC Knight
1388204,2024,2024-03-24,"Saxton Oval, Nelson",Nelson,New Zealand,England,New Zealand,bat,New Zealand,3,0,normal,SFM Devine
1388205,2024,2024-03-27,"Basin Reserve, Wellington",Wellington,England,New Zealand,New Zealand,field,England,47,0,normal,ME Bouchier
1388206,2024,2024-03-29,"Basin Reserve, Wellington",Wellington,New Zealand,England,New Zealand,bat,England,0,5,normal,NR Sciver-Brunt
1388213,2023,2023-12-27,"McLean Park, Napier",Napier,New Zealand,Bangladesh,Bangladesh,field,Bangladesh,0,5,normal,Mahedi Hasan
1388214,2023,2023-12-29,"Bay Oval, Mount Maunganui",Mount Maunganui,New Zealand,Bangladesh,Bangladesh,field,,0,0,no result,
1388215,2023,2023-12-31,"Bay Oval, Mount Maunganui",Mount Maunganui,Bangladesh,New Zealand,New Zealand,field,New Zealand,17,0,normal,MJ Santner
1388216,2024,2024-01-12,"Eden Park, Auckland",Auckland,New Zealand,Pakistan,Pakistan,field,New Zealand,46,0,normal,DJ Mitchell
1388217,2024,2024-01-14,"Seddon Park, Hamilton",Hamilton,New Zealand,Pakistan,Pakistan,field,New Zealand,21,0,normal,FH Allen
1388218,2024,2024-01-17,"University Oval, Dunedin",Dunedin,New Zealand,Pakistan,Pakistan,field,New Zealand,45,0,normal,FH Allen
1388219,2024,2024-01-19,"Hagley Oval, Christchurch",Christchurch,Pakistan,New Zealand,New Zealand,field,New Zealand,0,7,normal,DJ Mitchell
1388220,2024,2024-01-21,"Hagley Oval, Christchurch",Christchurch,Pakistan,New Zealand,Pakistan,bat,Pakistan,42,0,normal,Iftikhar Ahmed
1388223,2024,2024-02-21,"Sky Stadium, Wellington",Wellington,New Zealand,Australia,New Zealand,bat,Australia,0,6,normal,MR Marsh
1388224,2024,2024-02-23,"Eden Park, Auckland",Auckland,Australia,New Zealand,New Zealand,field,Australia,72,0,normal,PJ Cummins
1388225,2024,2024-02-25,"Eden Park, Auckland",Auckland,Australia,New Zealand,New Zealand,field,Australia,27,0,normal,MW Short
1389391,2023,2023-11-23,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Australia,India,India,field,India,0,2,normal,SA Yadav
1389392,2023,2023-11-26,"Greenfield International Stadium, Thiruvananthapuram",Thiruvananthapuram,India,Australia,Australia,field,India,44,0,normal,YBK Jaiswal
1389393,2023,2023-11-28,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,Australia,Australia,field,Australia,0,5,normal,GJ Maxwell
1389394,2023,2023-12-01,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,India,Australia,Australia,field,India,20,0,normal,AR Patel
1389395,2023,2023-12-03,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,India,Australia,Australia,field,India,6,0,normal,AR Patel
1390167,2023,2023-08-05,"GB Oval, Szodliget",Szodliget,Hungary,Croatia,Hungary,bat,Hungary,145,0,normal,Sheikh Rasik
1390169,2023,2023-08-06,"GB Oval, Szodliget",Szodliget,Croatia,Hungary,Croatia,bat,Hungary,0,7,normal,Sheikh Rasik
1391332,2023,2023-08-18,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Romania,bat,Malta,0,8,normal,Washeem Abbas
1391333,2023,2023-08-19,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Romania,bat,Malta,0,4,normal,Imran Ameer
1391335,2023,2023-08-19,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Romania,Romania,field,Romania,0,3,normal,S Vashisht
1391336,2023,2023-08-20,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Malta,Romania,Romania,field,Romania,0,9,normal,R Satheesan
1391337,2023,2023-08-20,"Moara Vlasiei Cricket Ground, Ilfov County",Ilfov County,Romania,Malta,Malta,field,Romania,6,0,normal,R Satheesan
1391338,2023,2023-09-30,Europa Sports Complex,Gibraltar,Estonia,Gibraltar,Gibraltar,field,Gibraltar,0,2,normal,L Bruce
1391339,2023,2023-09-30,Europa Sports Complex,Gibraltar,Gibraltar,Estonia,Estonia,field,Estonia,0,8,normal,Bilal Masud
1391650,2023,2023-08-24,"Indian Association Ground, Singapore",Singapore,Singapore,Myanmar,Myanmar,field,Myanmar,0,4,normal,KM Myat
1391651,2023,2023-08-26,"Indian Association Ground, Singapore",Singapore,Singapore,Myanmar,Myanmar,field,Myanmar,0,2,normal,TT Soe
1391652,2023,2023-08-27,Turf City B Cricket Ground,Singapore,Singapore,Myanmar,Myanmar,field,Myanmar,0,9,normal,MPP San
1391655,2023,2023-08-25,Tikkurila Cricket Ground,Vantaa,Denmark,Sweden,Sweden,field,Sweden,0,9,normal,SK Ravuri
1391658,2023,2023-08-26,Kerava National Cricket Ground,Kerava,Denmark,Sweden,Sweden,field,Sweden,0,10,normal,Kanchan Rana
1391707,2023,2023-08-24,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,Jersey,Netherlands,bat,Netherlands,69,0,normal,IJR Zwilling
1391708,2023,2023-08-24,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,Jersey,Jersey,field,Netherlands,50,0,normal,IJR Zwilling
1391709,2023,2023-08-25,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,Jersey,Jersey,field,,0,0,no result,
1392352,2023,2023-10-08,"Buffalo Park, East London",East London,New Zealand,South Africa,South Africa,field,,0,0,no result,
1392354,2023,2023-10-14,"Willowmoore Park, Benoni",Benoni,South Africa,New Zealand,New Zealand,field,New Zealand,0,8,normal,AC Kerr
1392355,2023,2023-10-15,"Willowmoore Park, Benoni",Benoni,South Africa,New Zealand,New Zealand,field,South Africa,11,0,normal,M Klaas
1392802,2023,2023-09-15,"West End Park International Cricket Stadium, Doha",Doha,Saudi Arabia,Kuwait,Saudi Arabia,bat,Kuwait,0,5,normal,Adnan Idrees
1392803,2023,2023-09-15,"West End Park International Cricket Stadium, Doha",Doha,Qatar,Bahrain,Bahrain,field,Qatar,19,0,normal,H Rathod
1392805,2023,2023-09-16,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,Kuwait,Kuwait,field,Kuwait,0,8,normal,Meet Bhavsar
1392808,2023,2023-09-18,"West End Park International Cricket Stadium, Doha",Doha,Qatar,Kuwait,Kuwait,field,Qatar,1,0,normal,Adnan Mirza
1392809,2023,2023-09-18,"West End Park International Cricket Stadium, Doha",Doha,Saudi Arabia,Bahrain,Saudi Arabia,bat,Bahrain,0,6,normal,Rizwan Butt
1392811,2023,2023-09-19,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,Oman,Oman,field,Bahrain,1,0,normal,Rizwan Butt
1392812,2023,2023-09-20,"West End Park International Cricket Stadium, Doha",Doha,United Arab Emirates,Qatar,United Arab Emirates,bat,United Arab Emirates,60,0,normal,Zahoor Khan
1393309,2023,2023-08-20,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Uganda,bat,Uganda,40,0,normal,K Waiswa
1393310,2023,2023-08-20,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Uganda,Tanzania,bat,Uganda,0,6,normal,K Waiswa
1393311,2023,2023-08-21,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,Tanzania,0,3,normal,
1393312,2023,2023-08-22,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Rwanda,field,Uganda,61,0,normal,AR Ramjani
1393313,2023,2023-08-24,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Rwanda,Rwanda,field,Uganda,86,0,normal,RG Mukasa
1393314,2023,2023-08-24,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Tanzania,field,Uganda,60,0,normal,K Waiswa
1393315,2023,2023-08-25,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Tanzania,Tanzania,field,Tanzania,0,1,normal,M Yunusu Issa
1393316,2023,2023-08-27,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,Uganda,0,6,normal,AR Ramjani
1393317,2023,2023-08-28,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,Uganda,59,0,normal,AR Ramjani
1393318,2023,2023-08-28,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,Uganda,0,8,normal,
1393319,2023,2023-08-30,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Tanzania,field,Uganda,19,0,normal,B Masaba
1393320,2023,2023-08-31,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Uganda,Rwanda,bat,Uganda,0,8,normal,S Sesazi
1393328,2023,2023-08-22,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Rwanda,Tanzania,Tanzania,field,Tanzania,0,7,normal,
1393329,2023,2023-08-25,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Uganda,Tanzania,Uganda,bat,Uganda,19,0,normal,AR Ramjani
1393330,2023,2023-08-27,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Rwanda,Rwanda,field,Tanzania,9,0,normal,SA Jumbe
1393331,2023,2023-08-30,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Rwanda,Rwanda,field,Tanzania,61,0,normal,
1393332,2023,2023-08-31,"Gahanga International Cricket Stadium, Rwanda",Kigali City,Tanzania,Rwanda,Tanzania,bat,Tanzania,49,0,normal,YM Nkanya
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Kuwait,Malaysia,Malaysia,field,Malaysia,0,8,normal,Ainna Hamizah Hashim
1393591,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,Nepal,Nepal,field,Nepal,0,6,normal,SR Magar
1393592,2023,2023-08-23,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Malaysia,Hong Kong,Malaysia,bat,Hong Kong,0,10,normal,M Hill
1393593,2023,2023-08-23,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Nepal,Kuwait,Kuwait,field,Nepal,34,0,normal,I Barma
1393594,2023,2023-08-25,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,Kuwait,Kuwait,field,Hong Kong,16,0,normal,Amna Tariq
1393595,2023,2023-08-25,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Nepal,Malaysia,Malaysia,field,Malaysia,0,6,normal,Ainna Hamizah Hashim
1393597,2023,2023-08-26,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,Nepal,Nepal,field,Nepal,13,0,normal,K Dangol
1393876,2023,2023-08-28,Vanuatu Cricket Ground,Port Vila,Japan,Vanuatu,Vanuatu,field,Vanuatu,0,8,normal,R Andrew
1393877,2023,2023-08-30,Vanuatu Cricket Ground,Port Vila,Vanuatu,Japan,Japan,field,Vanuatu,15,0,normal,V Langiatu
1394751,2023,2023-08-31,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Nepal,Malaysia,Malaysia,field,Nepal,5,0,normal,SR Magar
1394752,2023,2023-08-31,"UKM-YSD Cricket Oval, Bangi",Bangi,Qatar,Bahrain,Qatar,bat,Bahrain,0,5,normal,HMD Rasangika
1394753,2023,2023-08-31,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Bhutan,United Arab Emirates,Bhutan,bat,United Arab Emirates,0,9,normal,Vaishnave Mahesh
